title,studio,domestic_gross,foreign_gross,year,worldwide_gross
17 Girls,Strand,15100.0,186000.0,2012,201100.0
Butter,RTWC,105000.0,70700.0,2012,175700.0
Kill List,IFC,29100.0,143000.0,2012,172100.0
Toys in the Attic,Hann.,64900.0,61600.0,2012,126500.0
Wagner & Me,FRun,37700.0,41000.0,2012,78700.0
Attenberg,Strand,24000.0,45900.0,2012,69900.0
North Sea Texas,Strand,28300.0,16700.0,2012,45000.0
Cirkus Columbia,Strand,3500.0,9500.0,2012,13000.0
Frozen,BV,400700000.0,875700000.0,2013,1276400000.0
Iron Man 3,BV,409000000.0,805800000.0,2013,1214800000.0
Despicable Me 2,Uni.,368100000.0,602700000.0,2013,970800000.0
The Hobbit: The Desolation of Smaug,WB (NL),258399999.0,700000000.0,2013,958399999.0
The Hunger Games: Catching Fire,LGF,424700000.0,440300000.0,2013,865000000.0
Fast & Furious 6,Uni.,238700000.0,550000000.0,2013,788700000.0
Monsters University,BV,268500000.0,475700000.0,2013,744200000.0
Gravity,WB,274100000.0,449100000.0,2013,723200000.0
Man of Steel,WB,291000000.0,377000000.0,2013,668000000.0
Thor: The Dark World,BV,206400000.0,438200000.0,2013,644600000.0
The Croods,Fox,187200000.0,400000000.0,2013,587200000.0
World War Z,Par.,202400000.0,337600000.0,2013,540000000.0
Oz The Great and Powerful,BV,234900000.0,258399999.0,2013,493299999.0
Star Trek Into Darkness,Par.,228800000.0,238600000.0,2013,467400000.0
The Wolverine,Fox,132600000.0,282300000.0,2013,414900000.0
Pacific Rim,WB,101800000.0,309200000.0,2013,411000000.0
The Wolf of Wall Street,Par.,116900000.0,275100000.0,2013,392000000.0
G.I. Joe: Retaliation,Par.,122500000.0,253200000.0,2013,375700000.0
The Hangover Part III,WB,112200000.0,249800000.0,2013,362000000.0
The Great Gatsby (2013),WB,144800000.0,208800000.0,2013,353600000.0
Now You See Me,LG/S,117700000.0,234000000.0,2013,351700000.0
The Smurfs 2,Sony,71000000.0,276500000.0,2013,347500000.0
The Conjuring,WB (NL),137400000.0,182100000.0,2013,319500000.0
A Good Day to Die Hard,Fox,67300000.0,237300000.0,2013,304600000.0
Oblivion,Uni.,89100000.0,197100000.0,2013,286200000.0
Elysium,TriS,93100000.0,193100000.0,2013,286200000.0
Turbo,Fox,83000000.0,199500000.0,2013,282500000.0
Cloudy with a Chance of Meatballs 2,Sony,119800000.0,154500000.0,2013,274300000.0
We're the Millers,WB (NL),150400000.0,119600000.0,2013,270000000.0
Epic,Fox,107500000.0,160900000.0,2013,268400000.0
The Lone Ranger,BV,89300000.0,171200000.0,2013,260500000.0
American Hustle,Sony,150100000.0,101100000.0,2013,251200000.0
Grown Ups 2,Sony,133699999.0,113300000.0,2013,246999999.0
After Earth,Sony,60500000.0,183300000.0,2013,243800000.0
Planes,BV,90300000.0,149000000.0,2013,239300000.0
The Heat,Fox,159600000.0,70300000.0,2013,229900000.0
Hansel and Gretel: Witch Hunters,Par.,55700000.0,170600000.0,2013,226300000.0
Captain Phillips,Sony,107100000.0,111700000.0,2013,218800000.0
White House Down,Sony,73100000.0,132300000.0,2013,205400000.0
Percy Jackson: Sea of Monsters,Fox,68600000.0,131300000.0,2013,199900000.0
Lost in Thailand,WAMCR,57400.0,197700000.0,2013,197757400.0
Jack the Giant Slayer,WB (NL),65200000.0,132500000.0,2013,197700000.0
The Secret Life of Walter Mitty,Fox,58200000.0,129900000.0,2013,188100000.0
12 Years a Slave,FoxS,56700000.0,131100000.0,2013,187800000.0
Lee Daniels' The Butler,Wein.,116600000.0,60000000.0,2013,176600000.0
Identity Thief,Uni.,134500000.0,39500000.0,2013,174000000.0
Anchorman 2: The Legend Continues,Par.,125200000.0,46300000.0,2013,171500000.0
Olympus Has Fallen,FD,98900000.0,71300000.0,2013,170200000.0
Insidious Chapter 2,FD,83600000.0,78300000.0,2013,161900000.0
Lone Survivor,Uni.,125100000.0,29700000.0,2013,154800000.0
Jackass Presents: Bad Grandpa,Par.,102000000.0,49800000.0,2013,151800000.0
47 Ronin,Uni.,38400000.0,113400000.0,2013,151800000.0
Red 2,LG/S,53300000.0,94800000.0,2013,148100000.0
Mama,Uni.,71600000.0,74800000.0,2013,146400000.0
Escape Plan,LG/S,25100000.0,112200000.0,2013,137300000.0
Last Vegas,CBS,63900000.0,70500000.0,2013,134400000.0
2 Guns,Uni.,75600000.0,56300000.0,2013,131900000.0
Walking with Dinosaurs,Fox,36100000.0,90500000.0,2013,126600000.0
This is the End,Sony,101500000.0,24600000.0,2013,126100000.0
Ender's Game,LG/S,61700000.0,63800000.0,2013,125500000.0
Prisoners,WB,61000000.0,61100000.0,2013,122100000.0
Saving Mr. Banks,BV,83300000.0,34600000.0,2013,117900000.0
Warm Bodies,LG/S,66400000.0,50600000.0,2013,117000000.0
Jurassic Park 3D,Uni.,45400000.0,71100000.0,2013,116500000.0
Personal Tailor,CL,376000.0,115800000.0,2013,116176000.0
Free Birds,Rela.,55800000.0,54600000.0,2013,110400000.0
Gangster Squad,WB,46000000.0,59200000.0,2013,105200000.0
Philomena,Wein.,37700000.0,62400000.0,2013,100100000.0
Instructions Not Included,LGF,44500000.0,54600000.0,2013,99100000.0
Riddick,Uni.,42000000.0,56300000.0,2013,98300000.0
Safe Haven,Rela.,71300000.0,26200000.0,2013,97500000.0
Evil Dead (2013),TriS,54200000.0,43300000.0,2013,97500000.0
Blue Jasmine,SPC,33400000.0,64099999.0,2013,97499999.0
The Mortal Instruments: City of Bones,SGem,31200000.0,64200000.0,2013,95400000.0
The Internship,Fox,44700000.0,48800000.0,2013,93500000.0
Rush (2013),Uni.,26900000.0,63300000.0,2013,90200000.0
The Purge,Uni.,64500000.0,24900000.0,2013,89400000.0
Dhoom 3,Yash,8000000.0,80000000.0,2013,88000000.0
About Time,Uni.,15300000.0,71800000.0,2013,87100000.0
Pain and Gain,Par.,49900000.0,36300000.0,2013,86200000.0
Carrie (2013),SGem,35300000.0,49500000.0,2013,84800000.0
The Family (2013),Rela.,36900000.0,41500000.0,2013,78400000.0
Scary Movie 5,W/Dim.,32000000.0,46400000.0,2013,78400000.0
R.I.P.D.,Uni.,33600000.0,44700000.0,2013,78300000.0
Tiny Times,CL,23500.0,77700000.0,2013,77723500.0
The Book Thief,Fox,21500000.0,55100000.0,2013,76600000.0
Escape From Planet Earth,Wein.,57000000.0,17600000.0,2013,74600000.0
August: Osage County,Wein.,37700000.0,36500000.0,2013,74200000.0
The Best Man Holiday,Uni.,70500000.0,2300000.0,2013,72800000.0
Young Detective Dee: Rise of the Sea Dragon,WAMCR,87800.0,72200000.0,2013,72287800.0
The Counselor,Fox,17000000.0,54000000.0,2013,71000000.0
The Call,TriS,51900000.0,16700000.0,2013,68600000.0
One Direction: This is Us,TriS,28900000.0,39700000.0,2013,68600000.0
The Grandmaster,Wein.,6600000.0,57500000.0,2013,64100000.0
Side Effects (2013),ORF,32200000.0,31200000.0,2013,63400000.0
The Host (2013),ORF,26600000.0,36700000.0,2013,63300000.0
Runner Runner,Fox,19300000.0,43400000.0,2013,62700000.0
From Up on Poppy Hill,GK,1000000.0,60000000.0,2013,61000000.0
Kick-Ass 2,Uni.,28800000.0,32000000.0,2013,60800000.0
A Haunted House,ORF,40000000.0,20100000.0,2013,60100000.0
Beautiful Creatures (2013),WB,19500000.0,40600000.0,2013,60100000.0
Quartet,Wein.,18400000.0,41100000.0,2013,59500000.0
Dallas Buyers Club,Focus,27300000.0,27900000.0,2013,55200000.0
The Face Reader,PM&E,516000.0,54100000.0,2013,54616000.0
Tyler Perry's A Madea Christmas,LGF,52500000.0,853000.0,2013,53353000.0
Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,52000000.0,1200000.0,2013,53200000.0
Delivery Man,BV,30700000.0,19300000.0,2013,50000000.0
The Berlin File,CJ,665000.0,48300000.0,2013,48965000.0
The Last Stand,LGF,12100000.0,36300000.0,2013,48400000.0
21 and Over,Rela.,25700000.0,22400000.0,2013,48100000.0
Her (2013),WB,25600000.0,21800000.0,2013,47400000.0
Tiny Times 2,CL,43800.0,47200000.0,2013,47243800.0
Texas Chainsaw 3D,LGF,34300000.0,12900000.0,2013,47200000.0
The Big Wedding,LGF,21800000.0,24700000.0,2013,46500000.0
Parker,FD,17600000.0,28600000.0,2013,46200000.0
The World's End,Focus,26000000.0,20100000.0,2013,46100000.0
Grudge Match,WB,29800000.0,15100000.0,2013,44900000.0
Homefront,ORF,20200000.0,22900000.0,2013,43100000.0
Jobs,ORF,16100000.0,19800000.0,2013,35900000.0
The Place Beyond the Pines,Focus,21400000.0,14100000.0,2013,35500000.0
Inside Llewyn Davis,CBS,13200000.0,19700000.0,2013,32900000.0
Mud,RAtt.,21600000.0,11000000.0,2013,32600000.0
Movie 43,Rela.,8800000.0,23600000.0,2013,32400000.0
Kevin Hart: Let Me Explain,LG/S,32200000.0,74000.0,2013,32274000.0
Spring Breakers,A24,14100000.0,17600000.0,2013,31700000.0
New World (2013),WGUSA,458000.0,31200000.0,2013,31658000.0
Don Jon,Rela.,24500000.0,6000000.0,2013,30500000.0
I Give It a Year,Magn.,34700.0,28200000.0,2013,28234700.0
Nebraska,Par.,17700000.0,10000000.0,2013,27700000.0
The Incredible Burt Wonderstone,WB (NL),22500000.0,4900000.0,2013,27400000.0
Mandela: Long Walk to Freedom,Wein.,8300000.0,19000000.0,2013,27300000.0
Khumba,MNE,1000.0,27200000.0,2013,27201000.0
Dark Skies,W/Dim.,17400000.0,9000000.0,2013,26400000.0
Enough Said,FoxS,17600000.0,7700000.0,2013,25300000.0
Trance,FoxS,2300000.0,21900000.0,2013,24200000.0
"The Way, Way Back",FoxS,21500000.0,1700000.0,2013,23200000.0
Kon-Tiki,Wein.,1500000.0,21300000.0,2013,22800000.0
Baggage Claim,FoxS,21600000.0,887000.0,2013,22487000.0
Diana,EOne,335000.0,21400000.0,2013,21735000.0
The Great Beauty,Jan.,2900000.0,18500000.0,2013,21400000.0
The Sapphires,Wein.,2500000.0,18000000.0,2013,20500000.0
The Company You Keep,SPC,5100000.0,14500000.0,2013,19600000.0
The Bling Ring,A24,5800000.0,13300000.0,2013,19100000.0
Dead Man Down,FD,10900000.0,7200000.0,2013,18100000.0
Fruitvale Station,Wein.,16100000.0,1300000.0,2013,17400000.0
Battle of the Year,SGem,8900000.0,7700000.0,2013,16600000.0
Out of the Furnace,Rela.,11300000.0,4300000.0,2013,15600000.0
Billy and Buddy,Distrib.,900.0,15200000.0,2013,15200900.0
Machete Kills,ORF,8000000.0,7000000.0,2013,15000000.0
Journey to the South Pacific,Imax,7600000.0,6500000.0,2013,14100000.0
Paranoia,Rela.,7400000.0,6400000.0,2013,13800000.0
All Is Lost,RAtt.,6300000.0,7400000.0,2013,13700000.0
Puella Magi Madoka Magica the Movie: Rebellion,Elev.,376000.0,12600000.0,2013,12976000.0
Stoker,FoxS,1700000.0,10400000.0,2013,12100000.0
In the House,Cohen,390000.0,11500000.0,2013,11890000.0
I'm So Excited,SPC,1400000.0,10400000.0,2013,11800000.0
Haute Cuisine,Wein.,218000.0,11200000.0,2013,11418000.0
Before Midnight,SPC,8100000.0,3100000.0,2013,11200000.0
Only God Forgives,RTWC,779000.0,9900000.0,2013,10679000.0
The Past,SPC,1300000.0,9300000.0,2013,10600000.0
Love is All You Need,SPC,1600000.0,8400000.0,2013,10000000.0
Tyler Perry Presents Peeples,LGF,9200000.0,130000.0,2013,9330000.0
Jerusalem,NGE,8000000.0,1300000.0,2013,9300000.0
The Fifth Estate,BV,3300000.0,5300000.0,2013,8600000.0
Upside Down,MNE,105000.0,8000000.0,2013,8105000.0
Metallica Through the Never,PH,3400000.0,4600000.0,2013,8000000.0
Pulling Strings,LGF,5800000.0,2000000.0,2013,7800000.0
Black Nativity,FoxS,7000000.0,436000.0,2013,7436000.0
Blue Is the Warmest Color,IFC,2200000.0,5200000.0,2013,7400000.0
Unfinished Song,Wein.,1700000.0,5300000.0,2013,7000000.0
The Angels' Share,IFC,347000.0,6700000.0,2013,7047000.0
The Sweeney,EOne,26700.0,6300000.0,2013,6326700.0
Populaire,Wein.,179000.0,5300000.0,2013,5479000.0
Broken Circle Breakdown,Trib.,175000.0,5300000.0,2013,5475000.0
Fists of Legend,CJ,134000.0,5300000.0,2013,5434000.0
Oldboy (2013),FD,2200000.0,2700000.0,2013,4900000.0
Commitment,WGUSA,76500.0,4500000.0,2013,4576500.0
White Elephant,Strand,8900.0,4400000.0,2013,4408900.0
You Will Be My Son,Cohen,285000.0,3600000.0,2013,3885000.0
Pieta,Drft.,22100.0,3600000.0,2013,3622100.0
Mental,Da.,17700.0,3600000.0,2013,3617700.0
The To-Do List,CBS,3500000.0,74600.0,2013,3574600.0
Mr. Nobody,Magn.,3600.0,3500000.0,2013,3503600.0
Capital,Cohen,102000.0,2400000.0,2013,2502000.0
The East,FoxS,2300000.0,99700.0,2013,2399700.0
Reality (2013),Osci.,72600.0,2200000.0,2013,2272600.0
The Sorcerer and the White Snake,Magn.,18800.0,2100000.0,2013,2118800.0
Starbuck (U.S. only),E1,340000.0,1300000.0,2013,1640000.0
Therese,MPI,102000.0,1500000.0,2013,1602000.0
Lovelace,RTWC,357000.0,1200000.0,2013,1557000.0
Violeta Went to Heaven,KL,21500.0,1200000.0,2013,1221500.0
The Wall (2013),MBox,38700.0,1100000.0,2013,1138700.0
Ain't Them Bodies Saints,IFC,397000.0,635000.0,2013,1032000.0
The Monk,ATO,13500.0,794000.0,2013,807500.0
Salinger,Wein.,584000.0,67000.0,2013,651000.0
You Ain't Seen Nothin' Yet,KL,18900.0,488000.0,2013,506900.0
Shadow Dancer,Magn.,101000.0,319000.0,2013,420000.0
Tai Chi Hero,WGUSA,35100.0,347000.0,2013,382100.0
A Bottle in the Gaza Sea,FM,5900.0,306000.0,2013,311900.0
The Silence,MBox,100000.0,132000.0,2013,232000.0
Transformers: Age of Extinction,Par.,245400000.0,858600000.0,2014,1104000000.0
The Hobbit: The Battle of the Five Armies,WB (NL),255100000.0,700900000.0,2014,956000000.0
Guardians of the Galaxy,BV,333200000.0,440200000.0,2014,773400000.0
Maleficent,BV,241400000.0,517100000.0,2014,758500000.0
The Hunger Games: Mockingjay - Part 1,LGF,337100000.0,418200000.0,2014,755300000.0
X-Men: Days of Future Past,Fox,233900000.0,513900000.0,2014,747800000.0
Captain America: The Winter Soldier,BV,259800000.0,454500000.0,2014,714300000.0
Dawn of the Planet of the Apes,Fox,208500000.0,502100000.0,2014,710600000.0
The Amazing Spider-Man 2,Sony,202900000.0,506100000.0,2014,709000000.0
Interstellar,Par.,188000000.0,489400000.0,2014,677400000.0
Big Hero 6,BV,222500000.0,435300000.0,2014,657800000.0
How to Train Your Dragon 2,Fox,177000000.0,444500000.0,2014,621500000.0
American Sniper,WB,350100000.0,197300000.0,2014,547400000.0
Godzilla (2014),WB,200700000.0,328400000.0,2014,529100000.0
Rio 2,Fox,131500000.0,368600000.0,2014,500100000.0
Teenage Mutant Ninja Turtles (2014),Par.,191200000.0,302100000.0,2014,493300000.0
The LEGO Movie,WB,257800000.0,211400000.0,2014,469200000.0
Lucy,Uni.,126700000.0,336700000.0,2014,463400000.0
Penguins of Madagascar,Fox,83400000.0,289700000.0,2014,373100000.0
Edge of Tomorrow,WB,100200000.0,270300000.0,2014,370500000.0
Gone Girl,Fox,167800000.0,201600000.0,2014,369400000.0
Night at the Museum: Secret of the Tomb,Fox,113700000.0,249500000.0,2014,363200000.0
Noah,Par.,101200000.0,261399999.0,2014,362599999.0
The Maze Runner,Fox,102400000.0,245900000.0,2014,348300000.0
300: Rise of An Empire,WB,106600000.0,231000000.0,2014,337600000.0
22 Jump Street,Sony,191700000.0,139600000.0,2014,331300000.0
The Fault in our Stars,Fox,124900000.0,182300000.0,2014,307200000.0
Divergent,LG/S,150900000.0,137900000.0,2014,288800000.0
Mr. Peabody & Sherman,Fox,111500000.0,164200000.0,2014,275700000.0
Neighbors,Uni.,150200000.0,120500000.0,2014,270700000.0
Exodus: Gods and Kings,Fox,65000000.0,203200000.0,2014,268200000.0
Annabelle,WB (NL),84300000.0,172800000.0,2014,257100000.0
Hercules (2014),Par.,72700000.0,172100000.0,2014,244800000.0
RoboCop (2014),Sony,58600000.0,184100000.0,2014,242700000.0
The Imitation Game,Wein.,91100000.0,142400000.0,2014,233500000.0
Non-Stop,Uni.,92200000.0,130600000.0,2014,222800000.0
Dracula Untold,Uni.,56300000.0,160800000.0,2014,217100000.0
The Expendables 3,LGF,39300000.0,175300000.0,2014,214600000.0
Into the Woods,BV,128000000.0,85100000.0,2014,213100000.0
Fury (2014),Sony,85800000.0,126000000.0,2014,211800000.0
Journey to the West,Magn.,18100.0,205600000.0,2014,205618100.0
Need for Speed,BV,43600000.0,159700000.0,2014,203300000.0
The Other Woman (2014),Fox,83900000.0,112800000.0,2014,196700000.0
The Equalizer,Sony,101500000.0,90800000.0,2014,192300000.0
Breakup Buddies,CL,778000.0,188200000.0,2014,188978000.0
The Grand Budapest Hotel,FoxS,59300000.0,115500000.0,2014,174800000.0
Dumb and Dumber To,Uni.,86200000.0,83600000.0,2014,169800000.0
Unbroken,Uni.,115600000.0,47800000.0,2014,163400000.0
Into The Storm,WB (NL),47600000.0,114100000.0,2014,161700000.0
The Monuments Men,Sony,78000000.0,77000000.0,2014,155000000.0
Ride Along,Uni.,134900000.0,19500000.0,2014,154400000.0
Planes: Fire & Rescue,BV,59200000.0,92200000.0,2014,151400000.0
Let's Be Cops,Fox,82400000.0,55800000.0,2014,138200000.0
Jack Ryan: Shadow Recruit,Par.,50600000.0,84900000.0,2014,135500000.0
Annie (2014),Sony,85900000.0,47900000.0,2014,133800000.0
Blended,WB,46300000.0,81700000.0,2014,128000000.0
Sex Tape,Sony,38500000.0,87500000.0,2014,126000000.0
The Theory of Everything,Focus,35900000.0,87800000.0,2014,123700000.0
The Nut Job,ORF,64300000.0,56600000.0,2014,120900000.0
The Wind Rises,BV,5200000.0,112700000.0,2014,117900000.0
Pompeii,TriS,23200000.0,94600000.0,2014,117800000.0
The Admiral: Roaring Currents,CJ,2600000.0,109600000.0,2014,112200000.0
The Purge: Anarchy,Uni.,72000000.0,40000000.0,2014,112000000.0
The Boxtrolls,Focus,50800000.0,58400000.0,2014,109200000.0
Horrible Bosses 2,WB,54400000.0,53200000.0,2014,107600000.0
Ouija,Uni.,50900000.0,52700000.0,2014,103600000.0
Birdman,FoxS,42300000.0,60900000.0,2014,103200000.0
Transcendence,WB,23000000.0,80000000.0,2014,103000000.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,67000000.0,34400000.0,2014,101400000.0
Heaven is for Real,TriS,91400000.0,9900000.0,2014,101300000.0
Tammy,WB (NL),84500000.0,16000000.0,2014,100500000.0
P.K.,UTV,10600000.0,89800000.0,2014,100400000.0
The Book of Life (2014),Fox,50200000.0,49600000.0,2014,99800000.0
Paranormal Activity: The Marked Ones,Par.,32500000.0,58400000.0,2014,90900000.0
The Hundred-Foot Journey,BV,54200000.0,34600000.0,2014,88800000.0
John Wick,LG/S,43000000.0,45700000.0,2014,88700000.0
Deliver Us From Evil,SGem,30600000.0,57400000.0,2014,88000000.0
A Million Ways to Die in the West,Uni.,43100000.0,44100000.0,2014,87200000.0
Snowpiercer,RTWC,4600000.0,82200000.0,2014,86800000.0
Step Up All In,LG/S,14900000.0,71300000.0,2014,86200000.0
The Judge,WB,47100000.0,37300000.0,2014,84400000.0
Muppets Most Wanted,BV,51200000.0,29200000.0,2014,80400000.0
If I Stay,WB (NL),50500000.0,28400000.0,2014,78900000.0
"I, Frankenstein",LGF,19100000.0,52100000.0,2014,71200000.0
The Attorney,WGUSA,557000.0,70000000.0,2014,70557000.0
Think Like a Man Too,SGem,65200000.0,5000000.0,2014,70200000.0
Brick Mansions,Rela.,20400000.0,48500000.0,2014,68900000.0
Stalingrad (2014),Sony,1000000.0,67099999.0,2014,68099999.0
Son of God,Fox,59700000.0,8100000.0,2014,67800000.0
Jersey Boys,WB,47000000.0,20600000.0,2014,67600000.0
The Giver,Wein.,45100000.0,21900000.0,2014,67000000.0
Selma,Par.,52100000.0,14700000.0,2014,66800000.0
God's Not Dead,Free,60800000.0,3900000.0,2014,64700000.0
Thunder and the House of Magic!,Shout!,4100.0,64200000.0,2014,64204100.0
Begin Again,Wein.,16200000.0,47300000.0,2014,63500000.0
The Legend of Hercules,LG/S,18800000.0,42400000.0,2014,61200000.0
Evangelion: 3.0 You Can (Not) Redo,Elev.,175000.0,60300000.0,2014,60475000.0
Dolphin Tale 2,WB,42000000.0,15800000.0,2014,57800000.0
St. Vincent,Wein.,44100000.0,10700000.0,2014,54800000.0
No Good Deed (2014),SGem,52500000.0,1800000.0,2014,54300000.0
A Walk Among the Tombstones,Uni.,26300000.0,26900000.0,2014,53200000.0
3 Days to Kill,Rela.,30700000.0,21900000.0,2014,52600000.0
Wild (2014),FoxS,37900000.0,14600000.0,2014,52500000.0
Magic in the Moonlight,SPC,10500000.0,40500000.0,2014,51000000.0
Dragon Ball Z: Battle of Gods,SV,2600000.0,47800000.0,2014,50400000.0
About Last Night (2014),SGem,48600000.0,365000.0,2014,48965000.0
Whiplash,SPC,13100000.0,35900000.0,2014,49000000.0
Chef,ORF,31400000.0,14500000.0,2014,45900000.0
Earth to Echo,Rela.,38900000.0,6400000.0,2014,45300000.0
Boyhood,IFC,25400000.0,19100000.0,2014,44500000.0
Oculus,Rela.,27700000.0,16300000.0,2014,44000000.0
Bang Bang,FIP,2500000.0,39500000.0,2014,42000000.0
As Above/So Below,Uni.,21300000.0,20600000.0,2014,41900000.0
This is Where I Leave You,WB,34300000.0,7000000.0,2014,41300000.0
That Awkward Moment,Focus,26100000.0,14400000.0,2014,40500000.0
Frank Miller's Sin City: A Dame to Kill For,W/Dim.,13800000.0,25600000.0,2014,39400000.0
The Gambler,Par.,33700000.0,5600000.0,2014,39300000.0
Million Dollar Arm,BV,36500000.0,2800000.0,2014,39300000.0
Nightcrawler,ORF,32400000.0,6300000.0,2014,38700000.0
Devil's Due,Fox,15800000.0,21100000.0,2014,36900000.0
A Most Wanted Man,RAtt.,17200000.0,19000000.0,2014,36200000.0
The Best of Me,Rela.,26800000.0,9200000.0,2014,36000000.0
Endless Love (2014),Uni.,23400000.0,11300000.0,2014,34700000.0
Get On Up,Uni.,30700000.0,2700000.0,2014,33400000.0
The November Man,Rela.,25000000.0,7500000.0,2014,32500000.0
The Pirates,WGUSA,416000.0,32100000.0,2014,32516000.0
Winter's Tale,WB,12600000.0,18500000.0,2014,31100000.0
Draft Day,LG/S,28800000.0,620000.0,2014,29420000.0
Big Eyes,Wein.,14500000.0,14800000.0,2014,29300000.0
The Divine Move,CJ,137000.0,27800000.0,2014,27937000.0
Top Five,Par.,25300000.0,800000.0,2014,26100000.0
Iceman (2014),WGUSA,7700.0,26000000.0,2014,26007700.0
And So It Goes,CE,15200000.0,10200000.0,2014,25400000.0
On the Other Side of the Tracks,Wein.,9600.0,25100000.0,2014,25109600.0
The Players,Wein.,10900.0,24600000.0,2014,24610900.0
The Tale of The Princess Kaguya,GK,703000.0,23500000.0,2014,24203000.0
A Haunted House 2,ORF,17300000.0,6600000.0,2014,23900000.0
The Railway Man,Wein.,4400000.0,17900000.0,2014,22300000.0
Mr. Turner,SPC,4000000.0,18200000.0,2014,22200000.0
The Suspect (2014),WGUSA,219000.0,21400000.0,2014,21619000.0
Bears,BV,17800000.0,3500000.0,2014,21300000.0
Yves Saint Laurent,Wein.,724000.0,20300000.0,2014,21024000.0
Labor Day,Par.,13400000.0,6900000.0,2014,20300000.0
"Like Father, Like Son (2014)",IFC,335000.0,19600000.0,2014,19935000.0
Left Behind (2014),Free,14000000.0,5700000.0,2014,19700000.0
Legends of Oz: Dorothy's Return,CE,8500000.0,10200000.0,2014,18700000.0
The Drop,FoxS,10700000.0,7900000.0,2014,18600000.0
The Quiet Ones,LGF,8500000.0,9300000.0,2014,17800000.0
Sabotage (2014),ORF,10500000.0,7000000.0,2014,17500000.0
Road to Ninja - Naruto the Movie,Elev.,43200.0,17300000.0,2014,17343200.0
Calvary,FoxS,3600000.0,13300000.0,2014,16900000.0
The Pyramid,Fox,2800000.0,14100000.0,2014,16900000.0
Tyler Perry's The Single Moms Club,LGF,16000000.0,364000.0,2014,16364000.0
Beyond Outrage,Magn.,3900.0,16200000.0,2014,16203900.0
Before I Go To Sleep,CE,3200000.0,12200000.0,2014,15400000.0
Vampire Academy,Wein.,7800000.0,7600000.0,2014,15400000.0
Inherent Vice,WB,8100000.0,6600000.0,2014,14700000.0
Island of Lemurs: Madagascar (IMAX),WB,11300000.0,2800000.0,2014,14100000.0
The Two Faces of January,Magn.,507000.0,13000000.0,2014,13507000.0
Fading Gigolo,MNE,3800000.0,9600000.0,2014,13400000.0
A Most Violent Year,A24,5700000.0,6300000.0,2014,12000000.0
The Interview (2014),Sony,6100000.0,5200000.0,2014,11300000.0
One Chance,Wein.,101000.0,10800000.0,2014,10901000.0
Bicycling with Moliere,Strand,59900.0,10700000.0,2014,10759900.0
Wetlands,Strand,59500.0,10500000.0,2014,10559500.0
The Babadook,IFC,964000.0,9300000.0,2014,10264000.0
Nymphomaniac: Volume I,Magn.,786000.0,9500000.0,2014,10286000.0
Gladiators of Rome,VPD,8200.0,10100000.0,2014,10108200.0
Mood Indigo,Drft.,303000.0,9500000.0,2014,9803000.0
Alan Partridge: The Movie,Magn.,153000.0,9600000.0,2014,9753000.0
Venus in Fur,IFC,374000.0,8000000.0,2014,8374000.0
Filth,Magn.,34400.0,8300000.0,2014,8334400.0
What If (2014),CBS,3500000.0,4400000.0,2014,7900000.0
Finding Fanny,FIP,616000.0,7100000.0,2014,7716000.0
Pride (2014),CBS,1400000.0,6100000.0,2014,7500000.0
Chinese Puzzle,Cohen,339000.0,7100000.0,2014,7439000.0
A Long Way Down,Magn.,13300.0,7200000.0,2014,7213300.0
"Two Days, One Night",IFC,1400000.0,5400000.0,2014,6800000.0
A Letter to Momo,GK,71700.0,6700000.0,2014,6771700.0
Le Chef,Cohen,343000.0,5900000.0,2014,6243000.0
Mas Negro Que La Noche,LGF,870000.0,5200000.0,2014,6070000.0
French Gigolo (Cliente),IFC,3000.0,6000000.0,2014,6003000.0
The Trip to Italy,IFC,2900000.0,3000000.0,2014,5900000.0
The Immigrant,Wein.,2000000.0,3800000.0,2014,5800000.0
Wish I Was Here,Focus,3600000.0,1900000.0,2014,5500000.0
Under the Skin (2014),A24,2600000.0,2800000.0,2014,5400000.0
The French Minister,IFC,12000.0,5100000.0,2014,5112000.0
Ernest & Celestine,GK,262000.0,4800000.0,2014,5062000.0
Tracks (2014),Wein.,510000.0,4400000.0,2014,4910000.0
The Love Punch,KE,267000.0,4500000.0,2014,4767000.0
Diplomacy,Zeit.,231000.0,3700000.0,2014,3931000.0
Horns,RTWC,174000.0,3700000.0,2014,3874000.0
Ragnarok,Magn.,1400.0,3700000.0,2014,3701400.0
Veronica Mars,WB,3300000.0,195000.0,2014,3495000.0
Enemy,A24,1000000.0,2400000.0,2014,3400000.0
Words and Pictures,RAtt.,2200000.0,1200000.0,2014,3400000.0
The Protector 2,Magn.,2500.0,3300000.0,2014,3302500.0
The Rover,A24,1100000.0,2100000.0,2014,3200000.0
The Mystery of Happiness,Strand,8500.0,3200000.0,2014,3208500.0
The German Doctor,Gold.,418000.0,2600000.0,2014,3018000.0
Citizenfour,RTWC,2800000.0,202000.0,2014,3002000.0
A Coffee in Berlin,MBox,150000.0,2600000.0,2014,2750000.0
Living is Easy with Eyes Closed,Outs,11600.0,2600000.0,2014,2611600.0
A Five Star Life,MBox,307000.0,2200000.0,2014,2507000.0
Blood Ties (2014),RAtt.,42500.0,2400000.0,2014,2442500.0
